group_by_sex,group_by_1,group_by_label_1,group_by_value_1,group_by_2,variable,prevalence,mean,median,sd,percentile_025,percentile_750
NA,Bin,bin 30,30,NA,Age_cont,NA,80.5,83,10.2,75,88
NA,Bin,bin 31,31,NA,A1_cat7_0,13.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A1_cat7_1,13.3,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A1_cat7_2,13.3,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A1_cat7_3,13.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A1_cat7_4,15,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A1_cat7_5,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A1_cat7_6,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A2_cat5_0,41.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A2_cat5_1,18.7,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A2_cat5_2,33.2,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A2_cat5_3,4.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,A2_cat5_4,2,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,ADL_cat7_0,50,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,ADL_cat7_1,14.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,ADL_cat7_2,20.8,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,ADL_cat7_3,9.3,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,ADL_cat7_4,3.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,ADL_cat7_5,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,ADL_cat7_6,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,B2B_cat2_0,79.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,B2B_cat2_1,20.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,BB6_cat5_0,34,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,BB6_cat5_1,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,BB6_cat5_2,6.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,BB6_cat5_3,14.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,BB6_cat5_4,28.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Cancer_cat6_0,87.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Cancer_cat6_3,11.2,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Cancer_cat6_5,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,H3_cat2_0,46.8,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,H3_cat2_1,53.2,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,IADL_cat7_0,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,IADL_cat7_1,3,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,IADL_cat7_2,8.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,IADL_cat7_3,1.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,IADL_cat7_4,18.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,IADL_cat7_5,46.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,IADL_cat7_6,20.2,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1A_cat2_0,81.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1A_cat2_1,18.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1B_cat2_0,86.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1B_cat2_1,13.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1C_cat2_0,72.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1C_cat2_1,27.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1DE_cat2_0,74,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1DE_cat2_1,26,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1D_cat2_0,40.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1D_cat2_1,59.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1K_cat2_0,99.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1K_cat2_1,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1L_cat2_0,94.7,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,J1L_cat2_1,5.3,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,K2E_cat2_0,99.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,K2E_cat2_1,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,K3D_cat2_0,71.7,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,K3D_cat2_1,28.3,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,K3E_cat2_0,72.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,K3E_cat2_1,27.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,L1A_cat2_0,95.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,L1A_cat2_1,4.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,L2B_cat2_0,98.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,L2B_cat2_1,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,L2C_cat2_0,99.2,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,L2C_cat2_1,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Oxygen_cat6_0,79.3,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Oxygen_cat6_2,2.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Oxygen_cat6_3,12.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Oxygen_cat6_5,5.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,P4A_cat4_0,68.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,P4A_cat4_1,27.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,P4A_cat4_2,3.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,P4A_cat4_3,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,P4B_cat4_0,79.6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,P4B_cat4_1,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,P4B_cat4_2,3.2,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,P4B_cat4_3,1.7,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Renal_cat4_0,92.4,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Renal_cat4_1,6,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Renal_cat4_3,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Sex_cat2_0,62.1,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Sex_cat2_1,37.9,NA,NA,NA,NA,NA
NA,Bin,bin 31,31,NA,Age_cont,NA,80.29,82,10.22,75,88
NA,Bin,bin 32,32,NA,A1_cat7_0,13.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A1_cat7_1,13.5,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A1_cat7_2,13.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A1_cat7_3,13.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A1_cat7_4,14.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A1_cat7_5,15.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A1_cat7_6,15.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A2_cat5_0,41.2,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A2_cat5_1,19.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A2_cat5_2,34,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A2_cat5_3,3.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,A2_cat5_4,1.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,ADL_cat7_0,52,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,ADL_cat7_1,14.5,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,ADL_cat7_2,20.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,ADL_cat7_3,8.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,ADL_cat7_4,3.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,ADL_cat7_5,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,ADL_cat7_6,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,B2B_cat2_0,80.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,B2B_cat2_1,19.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,BB6_cat5_0,34.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,BB6_cat5_1,16.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,BB6_cat5_2,6.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,BB6_cat5_3,15.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,BB6_cat5_4,27.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Cancer_cat6_0,87.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Cancer_cat6_3,10.8,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Cancer_cat6_5,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,H3_cat2_0,49.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,H3_cat2_1,50.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,IADL_cat7_0,2.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,IADL_cat7_1,3.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,IADL_cat7_2,8.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,IADL_cat7_3,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,IADL_cat7_4,19.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,IADL_cat7_5,45.8,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,IADL_cat7_6,19.5,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1A_cat2_0,81.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1A_cat2_1,18.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1B_cat2_0,86.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1B_cat2_1,13.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1C_cat2_0,73,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1C_cat2_1,27,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1DE_cat2_0,74.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1DE_cat2_1,25.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1D_cat2_0,39.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1D_cat2_1,60.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1K_cat2_0,99.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1K_cat2_1,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1L_cat2_0,94.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,J1L_cat2_1,5.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,K2E_cat2_0,99.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,K2E_cat2_1,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,K3D_cat2_0,72.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,K3D_cat2_1,27.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,K3E_cat2_0,73.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,K3E_cat2_1,26.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,L1A_cat2_0,95.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,L1A_cat2_1,4.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,L2B_cat2_0,98.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,L2B_cat2_1,1.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,L2C_cat2_0,99.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,L2C_cat2_1,0.7,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Oxygen_cat6_0,79.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Oxygen_cat6_2,1.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Oxygen_cat6_3,12.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Oxygen_cat6_5,5.5,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,P4A_cat4_0,69.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,P4A_cat4_1,27.3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,P4A_cat4_2,3,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,P4A_cat4_3,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,P4B_cat4_0,80.4,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,P4B_cat4_1,15.2,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,P4B_cat4_2,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,P4B_cat4_3,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Renal_cat4_0,92.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Renal_cat4_1,5.6,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Renal_cat4_3,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Sex_cat2_0,63.1,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Sex_cat2_1,36.9,NA,NA,NA,NA,NA
NA,Bin,bin 32,32,NA,Age_cont,NA,80.25,82,10.17,75,88
NA,Bin,bin 33,33,NA,A1_cat7_0,13.4,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A1_cat7_1,13.6,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A1_cat7_2,13.7,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A1_cat7_3,14.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A1_cat7_4,15,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A1_cat7_5,15.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A1_cat7_6,14.9,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A2_cat5_0,40.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A2_cat5_1,19,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A2_cat5_2,35.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A2_cat5_3,3.5,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,A2_cat5_4,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,ADL_cat7_0,53.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,ADL_cat7_1,14.7,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,ADL_cat7_2,19.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,ADL_cat7_3,8.1,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,ADL_cat7_4,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,ADL_cat7_5,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,ADL_cat7_6,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,B2B_cat2_0,81.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,B2B_cat2_1,18.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,BB6_cat5_0,34.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,BB6_cat5_1,16.6,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,BB6_cat5_2,6.4,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,BB6_cat5_3,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,BB6_cat5_4,26.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Cancer_cat6_0,88.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Cancer_cat6_3,10.4,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Cancer_cat6_5,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,H3_cat2_0,51.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,H3_cat2_1,48.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,IADL_cat7_0,2.7,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,IADL_cat7_1,3.6,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,IADL_cat7_2,9.1,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,IADL_cat7_3,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,IADL_cat7_4,20.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,IADL_cat7_5,44.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,IADL_cat7_6,18.4,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1A_cat2_0,81.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1A_cat2_1,18.7,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1B_cat2_0,87.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1B_cat2_1,12.7,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1C_cat2_0,73.1,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1C_cat2_1,26.9,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1DE_cat2_0,74.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1DE_cat2_1,25.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1D_cat2_0,40.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1D_cat2_1,59.7,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1K_cat2_0,99.4,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1K_cat2_1,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1L_cat2_0,94.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,J1L_cat2_1,5.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,K2E_cat2_0,99.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,K2E_cat2_1,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,K3D_cat2_0,72.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,K3D_cat2_1,27.7,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,K3E_cat2_0,74.1,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,K3E_cat2_1,25.9,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,L1A_cat2_0,95.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,L1A_cat2_1,4.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,L2B_cat2_0,98.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,L2B_cat2_1,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,L2C_cat2_0,99.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,L2C_cat2_1,0.7,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Oxygen_cat6_0,80,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Oxygen_cat6_2,1.9,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Oxygen_cat6_3,12.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Oxygen_cat6_5,5.1,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,P4A_cat4_0,70.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,P4A_cat4_1,25.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,P4A_cat4_2,2.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,P4A_cat4_3,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,P4B_cat4_0,81.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,P4B_cat4_1,14.4,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,P4B_cat4_2,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,P4B_cat4_3,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Renal_cat4_0,93.4,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Renal_cat4_1,5.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Renal_cat4_3,1.3,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Sex_cat2_0,63.8,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Sex_cat2_1,36.2,NA,NA,NA,NA,NA
NA,Bin,bin 33,33,NA,Age_cont,NA,80.07,82,10.27,75,87
NA,Bin,bin 34,34,NA,A1_cat7_0,13.4,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A1_cat7_1,13.9,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A1_cat7_2,13.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A1_cat7_3,13.9,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A1_cat7_4,15.1,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A1_cat7_5,15.1,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A1_cat7_6,14.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A2_cat5_0,39.6,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A2_cat5_1,18.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A2_cat5_2,36.6,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A2_cat5_3,3.3,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,A2_cat5_4,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,ADL_cat7_0,55.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,ADL_cat7_1,14.4,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,ADL_cat7_2,18.2,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,ADL_cat7_3,7.7,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,ADL_cat7_4,2.6,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,ADL_cat7_5,1,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,ADL_cat7_6,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,B2B_cat2_0,82.2,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,B2B_cat2_1,17.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,BB6_cat5_0,35.5,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,BB6_cat5_1,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,BB6_cat5_2,5.9,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,BB6_cat5_3,15.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,BB6_cat5_4,26,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,Cancer_cat6_0,89,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,Cancer_cat6_3,9.9,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,Cancer_cat6_5,1,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,H3_cat2_0,53.8,NA,NA,NA,NA,NA
NA,Bin,bin 34,34,NA,H3_cat2_1,46.2,NA,NA,NA,NA,NA
